###Formula	Mass	Compound name	KEGG	CAS	Polarity	Ion Species	CCS	Z	Gas	CCS Standard	Notes
#Formula	Mass	Cpd	KEGG	CAS	Polarity	Ion Species	CCS	Z	Gas	CCS Standard	Notes
C6H6N2O	122.0473	Nicotinamide	C00153	98-92-0	positive	(M+H)+	129.32		N2		
C6H6N2O	122.0473	Nicotinamide	C00153	98-92-0	positive	(M+Na)+	137.3		N2		
C8H10NO6P	247.0246	Pyridoxal 5'-Phosphate	C00018	54-47-7	positive	(M+H)+	154.76		N2		
C8H10NO6P	247.0246	Pyridoxal 5'-Phosphate	C00018	54-47-7	positive	(M+Na)+	165.05		N2		
C8H10NO6P	247.0246	Pyridoxal 5'-Phosphate	C00018	54-47-7	negative	(M-H)-	150.54		N2		
C8H12N2O2	168.0899	Pyridoxamine	C00534	85-87-0	positive	(M+H)+	135.79		N2		
C8H12N2O2	168.0899	Pyridoxamine	C00534	85-87-0	positive	(M+Na)+	148.49		N2		
C8H12N2O2	168.0899	Pyridoxamine	C00534	85-87-0	negative	(M-H)-	140.12		N2		
C8H11NO3	169.0732	Pyridoxine	C00314	65-23-6	positive	(M+H)+	135.69		N2		
C8H11NO3	169.0732	Pyridoxine	C00314	65-23-6	positive	(M+Na)+	148.49		N2		
C8H11NO3	169.0732	Pyridoxine	C00314	65-23-6	negative	(M-H)-	136.03		N2		
C17H20N4O6	376.1383	Riboflavin	C00255	83-88-5	positive	(M+H)+	192.43		N2		
C17H20N4O6	376.1383	Riboflavin	C00255	83-88-5	positive	(M+Na)+	199.4		N2		
C17H20N4O6	376.1383	Riboflavin	C00255	83-88-5	negative	(M-H)-	189.35		N2		
C63H88CoN14O14P	1354.5674	Vitamin B12	C02823	68-19-9	positive	(M+Na)+	198.03		N2		
C63H88CoN14O14P	1354.5674	Vitamin B12	C02823	68-19-9	negative	(M-H)-	338.98		N2		
C31H40O2	444.3028	Vitamin K2	D00100	863-61-6	positive	(M+H)+	198.66		N2		
C24H40O5	408.2876	Ursocholic Acid	C17644	2955-27-3	negative	(M-H)-	205.1		N2		
C24H40O5	408.2876	α-Muricholic Acid	C17647	2393-58-0	negative	(M-H)-	207.44		N2		
C24H40O5	408.2876	β-Muricholic Acid	C17726	2393-59-1	negative	(M-H)-	203.02		N2		
C24H40O5	408.2876	Cholic Acid	C00695	81-25-4	negative	(M-H)-	204.63		N2		
C24H40O5	408.2876	Hyocholic Acid	C17649	547-75-1	negative	(M-H)-	206		N2		
C6H11NO4	161.0688	DL-2-Aminoadipic Acid	C00956	542-32-5	negative	(M-H)-	132.11		N2		
C9H8O2	148.0524	Cinnamic acid	C00423	140-10-3	positive	(M+H)+	145.31		N2		
C6H6O6	174.0164	Trans-Aconitic acid	C02341	4023-65-8	positive	(M+H)+	153.02		N2		
C6H6O6	174.0164	Trans-Aconitic acid	C02341	4023-65-8	positive	(M+Na)+	149.13		N2		
C6H6O6	174.0164	Trans-Aconitic acid	C02341	4023-65-8	negative	(M-H)-	131.88		N2		
C6H8O7	192.0263	Citric Acid	C00158	77-92-9	positive	(M+H)+	148.9		N2		
C6H8O7	192.0263	Citric Acid	C00158	77-92-9	positive	(M+Na)+	146.11		N2		
C6H8O7	192.0263	Citric Acid	C00158	77-92-9	negative	(M-H)-	129.49		N2		
C8H8O3	152.0473	4-Hydroxyphenylacetic acid	C00642	156-38-7	negative	(M-H)-	135.22		N2		
C9H8O4	180.0423	4-Hydroxyphenylpyruvic acid	C01179	156-39-8	negative	(M-H)-	145.75		N2		
C6H8O7	192.0263	Isocitrate	C00311	320-77-4	positive	(M+Na)+	146.78		N2		
C6H8O7	192.0263	Isocitrate	C00311	320-77-4	negative	(M-H)-	130.03		N2		
C4H4O4	116.011	Fumaric Acid	C00122	110-17-8	positive	(M+Na)+	133.58		N2		
C10H9NO2	175.0633	Indoleacetic acid	C00954	87-51-4	positive	(M+H)+	138.11		N2		
C5H6O5	146.0215	a- Ketoglutaric Acid	C00026	328-50-7	negative	(M-H)-	124.43		N2		
C10H7NO3	189.0426	Kynurenic acid	C01717	492-27-3	positive	(M+H)+	140.99		N2		
C10H7NO3	189.0426	Kynurenic acid	C01717	492-27-3	positive	(M+Na)+	154.12		N2		
C10H7NO3	189.0426	Kynurenic acid	C01717	492-27-3	negative	(M-H)-	137.3		N2		
C5H8O3	116.0474	2-Oxovaleric acid	C06255	1821-02-9	positive	(M+Na)+	131.64		N2		
C4H4O5	132.0052	Oxaloacetic acid	C00036	328-42-7	positive	(M+H)+	139.45		N2		
C7H12O6	192.0634	Quinic acid	C00296	77-95-2	positive	(M+H)+	146.35		N2		
C7H12O6	192.0634	Quinic acid	C00296	77-95-2	positive	(M+Na)+	153.72		N2		
C7H12O6	192.0634	Quinic acid	C00296	77-95-2	negative	(M-H)-	138.47		N2		
C7H5NO4	167.0219	Quinolinic acid	C03722	89-00-9	positive	(M+H)+	138.98		N2		
C7H5NO4	167.0219	Quinolinic acid	C03722	89-00-9	negative	(M-H)-	130.03		N2		
C4H6O4	118.0266	Succinic acid	C00042	110-15-6	positive	(M+H)+	122.66		N2		
C4H6O4	118.0266	Succinic acid	C00042	110-15-6	negative	(M-H)-	119.84		N2		
C6H9NOS	143.0482	4-Methyl-5-Thiazolethanol	C04294	137-00-8	positive	(M+H)+	145.34		N2		
C12H13N3O4S	295.0627	N-Acetyl Sulfamethoxazole	C13061	21312-10-7	positive	(M+H)+	171.45		N2		
C12H13N3O4S	295.0627	N-Acetyl Sulfamethoxazole	C13061	21312-10-7	positive	(M+Na)+	178.52		N2		
C12H13N3O4S	295.0627	N-Acetyl Sulfamethoxazole	C13061	21312-10-7	negative	(M-H)-	172.05		N2		
C5H12O5	152.0685	Xylitol	C00379	87-99-0	positive	(M+Na)+	140.79		N2		
C5H12O5	152.0685	Xylitol	C00379	87-99-0	negative	(M-H)-	127.92		N2		
C6H8O6	176.0314	D-Glucuronolactone	C02670	32449-92-6	positive	(M+Na)+	147.92		N2		
C6H6N2O2	138.0423	Urocanate	C00785	104-98-3	positive	(M+H)+	137.54		N2		
C6H6N2O2	138.0423	Urocanate	C00785	104-98-3	negative	(M-H)-	124.06		N2		
C10H12N2O3	208.0841	Kynurenine	C01718	343-65-7	positive	(M+H)+	151.07		N2		
C8H11NO2	153.0783	Dopamine	C03758	51-61-6	positive	(M+H)+	125.24		N2		
C8H11NO2	153.0783	Dopamine	C03758	51-61-6	negative	(M-H)-	135.36		N2		
C14H26N4O11P2	488.1072	Cytidine 5'-diphosphocholine	C00307	987-78-0	positive	(M+H)+	198.86		N2		
C14H26N4O11P2	488.1072	Cytidine 5'-diphosphocholine	C00307	987-78-0	positive	(M+Na)+	208.98		N2		
C14H26N4O11P2	488.1072	Cytidine 5'-diphosphocholine	C00307	987-78-0	negative	(M-H)-	208.41		N2		
C5H14N4	130.1211	Agmatine	C00179	306-60-5	positive	(M+H)+	129.96		N2		
C4H5N3O	111.0426	Cytosine	C00380	71-30-7	positive	(M+H)+	121.58		N2		
C4H6O5	134.0209	(S)-Malate	C00149	97-67-6	negative	(M-H)-	118.8		N2		
C4H6O5	134.0209	(R)-Malate	C00497	636-61-3	negative	(M-H)-	120.68		N2		
C6H11NO4	161.0682	L-alpha-Aminoadipate	C00956	542-32-5	positive	(M+H)+	136.36		N2		
C6H11NO4	161.0682	L-alpha-Aminoadipate	C00956	542-32-5	positive	(M+Na)+	142.23		N2		
C3H7N3O2	117.0532	Guanidinoacetate	C00581	352-97-6	positive	(M+H)+	126.88		N2		
C8H15NO6	221.0893	N-Acetyl-D-glucosamine	C00140	7512-17-6	positive	(M+Na)+	160.36		N2		
C2H4O3	76.0154	Glycolic acid	C00160	79-14-1	positive	(M+Na)+	145.51		N2		
C6H12O7	196.0576	Gluconic Acid	C00257	526-95-4	positive	(M+H)+	141.89		N2		
C6H12O7	196.0576	Gluconic Acid	C00257	526-95-4	positive	(M+Na)+	149.77		N2		
C6H12O7	196.0576	Gluconic Acid	C00257	526-95-4	negative	(M-H)-	135.16		N2		
C5H6N2O4	158.0321	(S)-Dihydroorotate	C00337	5988-19-2	negative	(M-H)-	145.44		N2		
C5H4N4O3	168.0283	Uric Acid	C00366	69-93-2	positive	(M+H)+	131		N2		
C5H4N4O3	168.0283	Uric Acid	C00366	69-93-2	positive	(M+Na)+	143.5		N2		
C5H4N4O3	168.0283	Uric Acid	C00366	69-93-2	negative	(M-H)-	127.08		N2		
C4H7N3O	113.0583	Creatinine	C00791	60-27-5	positive	(M+H)+	123.93		N2		
C4H7N3O	113.0583	Creatinine	C00791	60-27-5	positive	(M+Na)+	133.41		N2		
C4H7N3O	113.0583	Creatinine	C00791	60-27-5	negative	(M-H)-	120.65		N2		
C6H8N2	108.0687	1,2 Phenylenediamine	C14402	95-54-5	positive	(M+H)+	129.96		N2		
C6H7N5	149.0701	1-Methyladenine	C02216	5142-22-3	positive	(M+H)+	128.35		N2		
C6H7N5	149.0701	1-Methyladenine	C02216	5142-22-3	negative	(M-H)-	130.97		N2		
C5H5NO2	111.032	3,4 Dihydroxypyridine	C02932	10182-48-6	positive	(M+H)+	126.74		N2		
C4H6N4O3	158.044	Allantoin	C01551	97-59-6	positive	(M+Na)+	145.61		N2		
C4H6N4O3	158.044	Allantoin	C01551	97-59-6	negative	(M-H)-	128.39		N2		
C16H12O5	284.0685	Biochanin A	C00814	491-80-5	negative	(M-H)-	170.41		N2		
C10H18N2O3	214.1317	d-Desthiobiotin	C01909	533-48-2	positive	(M+H)+	145.78		N2		
C10H18N2O3	214.1317	d-Desthiobiotin	C01909	533-48-2	positive	(M+Na)+	159.12		N2		
C10H18N2O3	214.1317	d-Desthiobiotin	C01909	533-48-2	negative	(M-H)-	158.01		N2		
C3H7O6P	169.998	Dihydroxyacetone Phosphate	C00111	57-04-5	positive	(M+Na)+	144.07		N2		
C5H4N4O	136.0385	Hypoxanthine	C00262	68-94-0	positive	(M+H)+	135.79		N2		
C5H4N4O	136.0385	Hypoxanthine	C00262	68-94-0	positive	(M+Na)+	138.88		N2		
C5H4N4O	136.0385	Hypoxanthine	C00262	68-94-0	negative	(M-H)-	126.38		N2		
C19H16ClNO4	357.0768	Indomethacin	C01926	53-86-1	positive	(M+H)+	183.55		N2		
C19H16ClNO4	357.0768	Indomethacin	C01926	53-86-1	positive	(M+Na)+	195.98		N2		
C43H66N12O12S2	1006.4364	Oxytocin	C00746	50-56-6	negative	(M-H)-	298.97		N2		
C9H9NO3	179.0582	Hippuric Acid	C01586	495-69-2	positive	(M+H)+	146.82		N2		
C9H9NO3	179.0582	Hippuric Acid	C01586	495-69-2	positive	(M+Na)+	154.06		N2		
C9H9NO3	179.0582	Hippuric Acid	C01586	495-69-2	negative	(M-H)-	148.23		N2		
C12H14N4O2S	278.0837	Sulfamethazine	C19530	57-68-1	positive	(M+Na)+	176.07		N2		
C12H14N4O2S	278.0837	Sulfamethazine	C19530	57-68-1	negative	(M-H)-	168.63		N2		
C12H14N4O2S	278.0837	Sulfisomidine	D01526	515-64-0	positive	(M+Na)+	180.13		N2		
C12H14N4O2S	278.0837	Sulfisomidine	D01526	515-64-0	negative	(M-H)-	170.55		N2		
C5H4N4O2	152.0334	Xanthine	C00385	69-89-6	positive	(M+H)+	138.11		N2		
C5H4N4O2	152.0334	Xanthine	C00385	69-89-6	positive	(M+Na)+	152.65		N2		
C5H4N4O2	152.0334	Xanthine	C00385	69-89-6	negative	(M-H)-	124.36		N2		
C6H8O6	176.0321	L-Ascorbic Acid	C00072	50-81-7	positive	(M+Na)+	146.11		N2		
C6H8O6	176.0321	L-Ascorbic Acid	C00072	50-81-7	negative	(M-H)-	130.67		N2		
C10H17N3O6S	307.0838	Glutathione	C00051	70-18-8	positive	(M+Na)+	168.23		N2		
C10H17N3O6S	307.0838	Glutathione	C00051	70-18-8	negative	(M-H)-	164.24		N2		
C15H10O8	318.0376	Myricetin	C10107	529-44-2	positive	(M+H)+	174.4		N2		
C15H10O8	318.0376	Myricetin	C10107	529-44-2	positive	(M+Na)+	193.9		N2		
C15H12O5	272.0685	Naringenin	C00509	480-41-1	positive	(M+H)+	167.96		N2		
C15H12O5	272.0685	Naringenin	C00509	480-41-1	negative	(M-H)-	167.33		N2		
C30H18O10	538.09	Amentoflavone	C10018	1617-53-4	positive	(M+H)+	230.16		N2		
C30H18O10	538.09	Amentoflavone	C10018	1617-53-4	negative	(M-H)-	217.23		N2		
C27H30O16	610.1534	Rutin	C05625	153-18-4	positive	(M+H)+	236.2		N2		
C27H30O16	610.1534	Rutin	C05625	153-18-4	positive	(M+Na)+	251.61		N2		
C27H30O16	610.1534	Rutin	C05625	153-18-4	negative	(M-H)-	235.49		N2		
C20H20O7	372.1209	Tangeritin	C10190	481-53-8	positive	(M+H)+	187.9		N2		
C20H20O7	372.1209	Tangeritin	C10190	481-53-8	positive	(M+Na)+	208.15		N2		
C16H12O4	268.0736	Formononetin	C00858	485-72-3	positive	(M+Na)+	176.14		N2		
C16H12O4	268.0736	Formononetin	C00858	485-72-3	negative	(M-H)-	169.04		N2		
C15H12O6	288.0634	Eriodictyol	C05631	552-58-9	positive	(M+H)+	170.48		N2		
C15H12O6	288.0634	Eriodictyol	C05631	552-58-9	positive	(M+Na)+	182.17		N2		
C18H16O7	344.0896	5-7-Dihydroxy-3-4-5-Trimethoxyflavone	C19807	18103-42-9	positive	(M+H)+	185.59		N2		
C18H16O7	344.0896	5-7-Dihydroxy-3-4-5-Trimethoxyflavone	C19807	18103-42-9	positive	(M+Na)+	209.99		N2		
C18H16O7	344.0896	5-7-Dihydroxy-3-4-5-Trimethoxyflavone	C19807	18103-42-9	negative	(M-H)-	191.66		N2		
C15H10O6	286.0477	Kaempferol	C05903	520-18-3	positive	(M+H)+	165.99		N2		
C15H10O6	286.0477	Kaempferol	C05903	520-18-3	positive	(M+Na)+	187.2		N2		
C15H10O6	286.0477	Kaempferol	C05903	520-18-3	negative	(M-H)-	165.92		N2		
C16H12O7	316.0583	Isorhamnetin	C10084	480-19-3	positive	(M+H)+	172.96		N2		
C16H12O7	316.0583	Isorhamnetin	C10084	480-19-3	positive	(M+Na)+	195.91		N2		
C16H12O7	316.0583	Isorhamnetin	C10084	480-19-3	negative	(M-H)-	174.6		N2		
C15H12O4	256.0736	Isoliquiritigenin	C08650	961-29-5	positive	(M+H)+	165.05		N2		
C15H12O4	256.0736	Isoliquiritigenin	C08650	961-29-5	positive	(M+Na)+	187.37		N2		
C15H12O4	256.0736	Isoliquiritigenin	C08650	961-29-5	negative	(M-H)-	164.24		N2		
C9H8O	132.0575	Cinnamaldehyde	C00903	104-55-2	positive	(M+H)+	134.25		N2		
C15H10O4	254.0579	Daidzein	C10208	486-66-8	positive	(M+H)+	157.23		N2		
C15H10O4	254.0579	Daidzein	C10208	486-66-8	positive	(M+Na)+	173.13		N2		
C15H10O4	254.0579	Daidzein	C10208	486-66-8	negative	(M-H)-	162.33		N2		
C15H10O5	270.0528	Genistein	C06563	446-72-0	positive	(M+H)+	163.3		N2		
C15H10O5	270.0528	Genistein	C06563	446-72-0	positive	(M+Na)+	177.67		N2		
C15H10O5	270.0528	Genistein	C06563	446-72-0	negative	(M-H)-	164.13		N2		
C9H6O3	162.0317	Umbelliferone	C09315	93-35-6	positive	(M+Na)+	154.46		N2		
C9H6O3	162.0317	Umbelliferone	C09315	93-35-6	negative	(M-H)-	130.56		N2		
C16H12O5	284.0685	Prunetin	C10521	552-59-0	positive	(M+H)+	166.26		N2		
C16H12O5	284.0685	Prunetin	C10521	552-59-0	positive	(M+Na)+	181.44		N2		
C16H12O5	284.0685	Prunetin	C10521	552-59-0	negative	(M-H)-	175.17		N2		
C10H16	136.1252	Camphene	C06076	79-92-5	positive	(M+H)+	130.63		N2		
C10H16	136.1252	Camphene	C06076	79-92-5	positive	(M+Na)+	133.01		N2		
C10H16O	152.1201	Thujone	C09906	546-80-5	positive	(M+H)+	141.82		N2		
C10H18O	154.1358	Linalool	C03985	78-70-6	positive	(M+Na)+	140.55		N2		
C17H24O10	388.1369	Secologanin	C01852	19351-63-4	positive	(M+Na)+	191.96		N2		
C17H24O10	388.1369	Secologanin	C01852	19351-63-4	negative	(M-H)-	191.59		N2		
C6H12O7	196.0576	D-Gluconate	C00257	526-95-4	positive	(M+H)+	141.89		N2		
C6H12O7	196.0576	D-Gluconate	C00257	526-95-4	positive	(M+Na)+	149.77		N2		
C6H12O7	196.0576	D-Gluconate	C00257	526-95-4	negative	(M-H)-	135.16		N2		
C8H9NO4	183.0525	4-Pyridoxate	C00847	82-82-6	positive	(M+H)+	137.27		N2		
C8H9NO4	183.0525	4-Pyridoxate	C00847	82-82-6	positive	(M+Na)+	151.78		N2		
C6H14O6	182.0784	Galactitol	C01697	608-66-2	positive	(M+Na)+	145.91		N2		
C2H8NO3P	125.0235	2-Aminoethylphosphonate	C03557	2041-14-7	positive	(M+H)+	132.21		N2		
C6H17N3	131.1416	Bis(3-aminopropyl)amine	C03375	56-18-8	positive	(M+H)+	128.52		N2		
C15H20O4	264.1362	Abscisic Acid	C06082	21293-29-8	positive	(M+H)+	160.56		N2		
C15H20O4	264.1362	Abscisic Acid	C06082	21293-29-8	positive	(M+Na)+	176.18		N2		
C15H20O4	264.1362	Abscisic Acid	C06082	21293-29-8	negative	(M-H)-	174.4		N2		
C15H10O5	270.0528	Emodin	C10343	518-82-1	positive	(M+H)+	161.3		N2		
C15H10O5	270.0528	Emodin	C10343	518-82-1	negative	(M-H)-	156.91		N2		
C6H6O2	110.0368	Hydroquinone	C00530	123-31-9	positive	(M+H)+	128.79		N2		
C6H6O2	110.0368	Hydroquinone	C00530	123-31-9	negative	(M-H)-	119.07		N2		
C10H6O3	174.0317	Juglone	C03840	481-39-0	negative	(M-H)-	131.2		N2		
C6H4N4O2	164.0334	Lumazine	C03212	487-21-8	positive	(M+H)+	138.17		N2		
C6H4N4O2	164.0334	Lumazine	C03212	487-21-8	positive	(M+Na)+	139.65		N2		
C6H4N4O2	164.0334	Lumazine	C03212	487-21-8	negative	(M-H)-	128.55		N2		
C19H18O11	422.0849	Mangiferin	C10077	4773-96-0	positive	(M+H)+	196.62		N2		
C19H18O11	422.0849	Mangiferin	C10077	4773-96-0	negative	(M-H)-	195.81		N2		
C11H14O2	178.0994	Methyleugenol	C10454	93-15-2	positive	(M+H)+	138.94		N2		
C11H14O2	178.0994	Methyleugenol	C10454	93-15-2	positive	(M+Na)+	160.36		N2		
C11H14O2	178.0994	Methyleugenol	C10454	93-15-2	negative	(M-H)-	133.68		N2		
C11H12O3	192.0786	Myristicin	C10480	607-91-0	positive	(M+H)+	141.69		N2		
C11H12O3	192.0786	Myristicin	C10480	607-91-0	negative	(M-H)-	144.74		N2		
C23H22O6	394.1416	Rotenone	C07593	83-79-4	positive	(M+H)+	199.63		N2		
C23H22O6	394.1416	Rotenone	C07593	83-79-4	positive	(M+Na)+	213.17		N2		
C23H22O6	394.1416	Rotenone	C07593	83-79-4	negative	(M-H)-	202.52		N2		
C8H10O2	138.0681	Tyrosol	C06044	501-94-0	negative	(M-H)-	138.71		N2		
C17H26O10	390.1526	Loganin	C01433	18524-94-2	positive	(M+Na)+	195.65		N2		
C16H12O5	284.0685	Acacetin	C01470	480-44-4	positive	(M+H)+	167.06		N2		
C16H12O5	284.0685	Acacetin	C01470	480-44-4	negative	(M-H)-	172.92		N2		
C24H38N7O19P3S	853.1156	Malonyl-CoA	C00083	524-14-1	negative	(M-H)-	253.05		N2		
C8H14ClN5	215.0931	Atrazine	C06551	1912-24-9	positive	(M+H)+	150.74		N2		
C9H10Cl2N2O	232.0164	Diuron	C18428	330-54-1	positive	(M+H)+	153.32		N2		
C9H10Cl2N2O	232.0164	Diuron	C18428	330-54-1	positive	(M+Na)+	162.7		N2		
C9H10Cl2N2O	232.0164	Diuron	C18428	330-54-1	negative	(M-H)-	149.87		N2		
C14H20ClNO2	269.1182	Acetochlor	C10925	34256-82-1	positive	(M+H)+	160.09		N2		
C14H20ClNO2	269.1182	Acetochlor	C10925	34256-82-1	positive	(M+Na)+	174.6		N2		
C6H3Cl3N2O2	239.926	Picloram	C14310	1918-02-1	positive	(M+H)+	142.83		N2		
C6H3Cl3N2O2	239.926	Picloram	C14310	1918-02-1	positive	(M+Na)+	156.37		N2		
C6H3Cl3N2O2	239.926	Picloram	C14310	1918-02-1	negative	(M-H)-	136.87		N2		
C13H15ClN6O7S	434.0411	Halosulfuron-methyl	C18442	100784-20-1	positive	(M+H)+	196.48		N2		
C13H15ClN6O7S	434.0411	Halosulfuron-methyl	C18442	100784-20-1	positive	(M+Na)+	201.41		N2		
C13H15ClN6O7S	434.0411	Halosulfuron-methyl	C18442	100784-20-1	negative	(M-H)-	195.34		N2		
C10H19N5S	241.1361	Terbutryn	C18811	886-50-0	positive	(M+H)+	161.23		N2		
C8H6Cl2O3	219.9694	Dicamba	C18597	1918-00-9	positive	(M+Na)+	157.21		N2		
C15H22ClNO2	283.1339	Metolachlor	C10953	51218-45-2	positive	(M+H)+	161.46		N2		
C15H22ClNO2	283.1339	Metolachlor	C10953	51218-45-2	positive	(M+Na)+	175.84		N2		
C12H20N4O2	252.1586	Hexazinone	C10926	51235-04-2	positive	(M+H)+	163.17		N2		
C12H20N4O2	252.1586	Hexazinone	C10926	51235-04-2	positive	(M+Na)+	179.49		N2		
C10H7N3S	201.036	Thiabendazole	C07131	148-79-8	positive	(M+Na)+	164.17		N2		
C10H7N3S	201.036	Thiabendazole	C07131	148-79-8	negative	(M-H)-	144.6		N2		
C10H11F3N2O	232.0822	Fluometuron	C18853	2164-17-2	positive	(M+H)+	152.2		N2		
C10H11F3N2O	232.0822	Fluometuron	C18853	2164-17-2	positive	(M+Na)+	161.2		N2		
C10H11F3N2O	232.0822	Fluometuron	C18853	2164-17-2	negative	(M-H)-	148.33		N2		
C8H10N4O2	194.0797	Caffeine	C07481	58-08-2	positive	(M+H)+	142.9		N2		
C7H8N4O2	180.0641	Paraxanthine	C13747	611-59-6	positive	(M+H)+	135.63		N2		
C6H13NO5	179.0787	D-Glucosamine	C00329	3416-24-8	positive	(M+H)+	135.59		N2		
C6H13NO5	179.0787	D-Glucosamine	C00329	3416-24-8	positive	(M+Na)+	147.19		N2		
C7H8N4O2	180.0641	Theophylline	C07130	58-55-9	positive	(M+H)+	143.06		N2		
C7H8N4O2	180.0641	Theophylline	C07130	58-55-9	positive	(M+Na)+	149.63		N2		
C7H8N4O2	180.0641	Theophylline	C07130	58-55-9	negative	(M-H)-	135.79		N2		
C4H11NO2	105.0783	Diethanolamine	C06772	111-42-2	positive	(M+H)+	123.33		N2		
C12H14O4	222.0891	Diethyl Pthalate	C14175	84-66-2	positive	(M+Na)+	165.23		N2		
C6H11NO2	129.0783	L-Pipecolate	C00408	3105-95-1	positive	(M+H)+	130.93		N2		
C6H11NO2	129.0783	L-Pipecolate	C00408	3105-95-1	negative	(M-H)-	133.82		N2		
C8H11NO	137.0841	Tyramine	C00483	51-67-2	positive	(M+H)+	123.43		N2		
C8H11NO	137.0841	Tyramine	C00483	51-67-2	positive	(M+Na)+	139.98		N2		
C10H12N2	160.1004	Tryptamine	C00398	61-54-1	positive	(M+H)+	128.42		N2		
C7H10O5	174.0522	Shikimic Acid	C00493	138-59-0	positive	(M+H)+	149.5		N2		
C7H10O5	174.0522	Shikimic Acid	C00493	138-59-0	negative	(M-H)-	140.55		N2		
C9H11NO4	197.0687	3,4-Dihydroxy-L-phenylalanine	C00355	59-92-7	positive	(M+H)+	154.29		N2		
C9H11NO4	197.0687	3,4-Dihydroxy-L-phenylalanine	C00355	59-92-7	positive	(M+Na)+	151.11		N2		
C9H11NO4	197.0687	3,4-Dihydroxy-L-phenylalanine	C00355	59-92-7	negative	(M-H)-	144.27		N2		
C11H12N2O3	220.0841	5-Hydroxy-L-Tryptophan	C00643	4350-09-8	positive	(M+H)+	157.88		N2		
C11H12N2O3	220.0841	5-Hydroxy-L-Tryptophan	C00643	4350-09-8	positive	(M+Na)+	156.47		N2		
C11H12N2O3	220.0841	5-Hydroxy-L-Tryptophan	C00643	4350-09-8	negative	(M-H)-	153.72		N2		
C10H8	128.0626	Naphthalene	C00829	91-20-3	positive	(M+H)+	120.28		N2		
C10H8	128.0626	Naphthalene	C00829	91-20-3	positive	(M)+	118.84		N2		
C11H10	142.0782	1-methylnaphthalene	C14082	90-12-0	positive	(M+H)+	125.2		N2		
C11H10	142.0782	1-methylnaphthalene	C14082	90-12-0	positive	(M)+	123.49		N2		
C11H10	142.0782	2-methylnaphthalene	C14098	91-57-6	positive	(M+H)+	124.57		N2		
C11H10	142.0782	2-methylnaphthalene	C14098	91-57-6	positive	(M)+	123.19		N2		
C12H12	156.0939	1, 2-Dimethylnaphthalene	C14329	573-98-8	positive	(M+H)+	130.93		N2		
C12H12	156.0939	1, 2-Dimethylnaphthalene	C14329	573-98-8	positive	(M)+	128.35		N2		
C12H12	156.0939	1,6-Dimethylnaphthalene	C14217	575-43-9	positive	(M+H)+	130.13		N2		
C12H12	156.0939	1,6-Dimethylnaphthalene	C14217	575-43-9	positive	(M)+	127.82		N2		
C13H10	166.0782	Fluorene	C07715	86-73-7	positive	(M)+	130.9		N2		
C14H10	178.0782	Anthracene	C14315	120-12-7	positive	(M)+	133.1		N2		
C12H6O2	182.0368	Acenaphthenequinone	C02807	82-86-0	positive	(M+H)+	145.51		N2		
C16H10	202.0782	Pyrene	C14335	129-00-0	positive	(M+H)+	137.97		N2		
C16H10	202.0782	Pyrene	C14335	129-00-0	positive	(M)+	137.5		N2		
C16H10	202.0783	Fluoranthene	C19425	206-44-0	positive	(M+H)+	138.84		N2		
C16H10	202.0783	Fluoranthene	C19425	206-44-0	positive	(M)+	138.34		N2		
C14H8O2	208.0524	Anthraquinone	C16207	84-65-1	positive	(M+H)+	141.89		N2		
C18H12	228.0939	Triphenylene	C19541	217-59-4	positive	(M)+	144.81		N2		
C16H8O2	232.0524	Pyrene-4,5 dione	C18251	6217-22-7	positive	(M+H)+	144.3		N2		
C20H12	252.0939	Benz(j)aceanthrylene	C19195	202-33-5	positive	(M+H)+	155.08		N2		
C20H12	252.0939	Benz(j)aceanthrylene	C19195	202-33-5	positive	(M)+	152.68		N2		
C20H12	252.0939	Benzo(b)fluoranthene	C14320	205-99-2	positive	(M)+	151.95		N2		
C20H12	252.0939	Benzo(k)fluoranthene	C14321	207-08-9	positive	(M+H)+	154.36		N2		
C20H12	252.0939	Benzo(k)fluoranthene	C14321	207-08-9	positive	(M)+	152.98		N2		
C22H12	276.0939	Benzo(g,h,i)perylene	C14318	191-24-2	positive	(M+H)+	157.31		N2		
C22H12	276.0939	Benzo(g,h,i)perylene	C14318	191-24-2	positive	(M)+	155.83		N2		
C22H12	276.0939	Indeno(1,2,3-cd)pyrene	C19251	193-39-5	positive	(M+H)+	159.65		N2		
C22H12	276.0939	Indeno(1,2,3-cd)pyrene	C19251	193-39-5	positive	(M)+	158.15		N2		
C24H12	300.0939	Coronene	C19375	191-07-1	positive	(M)+	161.87		N2		
C24H14	302.1095	Dibenzo(a,h)pyrene	C19222	189-64-0	positive	(M+H)+	166.49		N2		
C24H14	302.1095	Dibenzo(a,h)pyrene	C19222	189-64-0	positive	(M)+	165.22		N2		
